split,sequence_id,window_index
train,data2/imu3,30
train,data2/imu3,31
train,data2/imu3,32
train,data2/imu3,33
train,data2/imu3,34
train,data2/imu3,35
train,data2/imu3,36
train,data2/imu3,37
train,data2/imu3,38
train,data2/imu3,39
train,data2/imu3,40
train,data2/imu3,41
train,data2/imu3,42
train,data2/imu3,43
train,data2/imu3,44
train,data2/imu3,45
train,data2/imu3,46
train,data2/imu3,47
train,data2/imu3,48
train,data2/imu3,49
train,data2/imu3,50
train,data2/imu3,51
train,data2/imu3,52
train,data2/imu3,53
train,data2/imu3,54
train,data2/imu3,55
train,data2/imu3,56
train,data2/imu3,57
train,data2/imu3,58
train,data2/imu3,59
train,data2/imu3,60
train,data2/imu3,61
train,data2/imu3,62
train,data2/imu3,63
train,data2/imu3,64
train,data2/imu3,65
train,data2/imu3,66
train,data2/imu3,67
train,data2/imu3,68
train,data2/imu3,69
train,data2/imu3,70
train,data2/imu3,71
train,data2/imu3,72
train,data2/imu3,73
train,data2/imu3,74
train,data2/imu3,75
train,data2/imu3,76
train,data2/imu3,77
train,data2/imu3,78
train,data2/imu3,79
train,data2/imu3,80
train,data2/imu3,81
train,data2/imu3,82
train,data2/imu3,83
train,data2/imu3,84
train,data2/imu3,85
train,data2/imu3,86
train,data2/imu3,87
train,data2/imu3,88
train,data2/imu3,89
train,data2/imu3,90
train,data2/imu3,91
train,data2/imu3,92
train,data2/imu3,93
train,data2/imu3,94
train,data2/imu3,95
train,data2/imu3,96
train,data2/imu3,97
train,data2/imu3,98
train,data2/imu3,99
train,data2/imu3,100
train,data2/imu3,101
train,data2/imu3,102
train,data2/imu3,103
train,data2/imu3,104
train,data2/imu3,105
train,data2/imu3,106
train,data2/imu3,107
train,data2/imu3,108
train,data2/imu3,109
train,data2/imu3,110
train,data2/imu3,111
train,data2/imu3,112
train,data2/imu3,113
train,data2/imu3,114
train,data2/imu3,115
train,data2/imu3,116
train,data2/imu3,117
train,data2/imu3,118
train,data2/imu3,119
train,data2/imu3,120
train,data2/imu3,121
train,data2/imu3,122
train,data2/imu3,123
train,data2/imu3,124
train,data2/imu3,125
train,data2/imu3,126
train,data2/imu3,127
train,data2/imu3,128
train,data2/imu3,129
train,data2/imu3,130
train,data2/imu3,131
train,data2/imu3,132
train,data2/imu3,133
train,data2/imu3,134
train,data2/imu3,135
train,data2/imu3,136
train,data2/imu3,137
train,data2/imu3,138
train,data2/imu3,139
train,data2/imu3,140
train,data2/imu3,141
train,data2/imu3,142
train,data2/imu3,143
train,data2/imu3,144
train,data2/imu3,145
train,data2/imu3,146
train,data2/imu3,147
train,data2/imu3,148
train,data2/imu3,149
train,data3/imu1,0
train,data3/imu1,1
train,data3/imu1,2
train,data3/imu1,3
train,data3/imu1,4
train,data3/imu1,5
train,data3/imu1,6
train,data3/imu1,7
train,data3/imu1,8
train,data3/imu1,9
train,data3/imu1,10
train,data3/imu1,11
train,data3/imu1,12
train,data3/imu1,13
train,data3/imu1,14
train,data3/imu1,15
train,data3/imu1,16
train,data3/imu1,17
train,data3/imu1,18
train,data3/imu1,19
train,data3/imu1,20
train,data3/imu1,21
train,data3/imu1,22
train,data3/imu1,23
train,data3/imu1,24
train,data3/imu1,25
train,data3/imu1,26
train,data3/imu1,27
train,data3/imu1,28
train,data3/imu1,29
train,data3/imu1,30
train,data3/imu1,31
train,data3/imu1,32
train,data3/imu1,33
train,data3/imu1,34
train,data3/imu1,35
train,data3/imu1,36
train,data3/imu1,37
train,data3/imu1,38
train,data3/imu1,39
train,data3/imu1,40
train,data3/imu1,41
train,data3/imu1,42
train,data3/imu1,43
train,data3/imu1,44
train,data3/imu1,45
train,data3/imu1,46
train,data3/imu1,47
train,data3/imu1,48
train,data3/imu1,49
train,data3/imu1,50
train,data3/imu1,51
train,data3/imu1,52
train,data3/imu1,53
train,data3/imu1,54
train,data3/imu1,55
train,data3/imu1,56
train,data3/imu1,57
train,data3/imu1,58
train,data3/imu1,59
train,data3/imu1,60
train,data3/imu1,61
train,data3/imu1,62
train,data3/imu1,63
train,data3/imu1,64
train,data3/imu1,65
train,data3/imu1,66
train,data3/imu1,67
train,data3/imu1,68
train,data3/imu1,69
train,data3/imu1,70
train,data3/imu1,71
train,data3/imu1,72
train,data3/imu1,73
train,data3/imu1,74
train,data3/imu1,75
train,data3/imu1,76
train,data3/imu1,77
train,data3/imu1,78
train,data3/imu1,79
train,data3/imu1,80
train,data3/imu1,81
train,data3/imu1,82
train,data3/imu1,83
train,data3/imu1,84
train,data3/imu1,85
train,data3/imu1,86
train,data3/imu1,87
train,data3/imu1,88
train,data3/imu1,89
train,data3/imu1,90
train,data3/imu1,91
train,data3/imu1,92
train,data3/imu1,93
train,data3/imu1,94
train,data3/imu1,95
train,data3/imu1,96
train,data3/imu1,97
train,data3/imu1,98
train,data3/imu1,99
train,data3/imu1,100
train,data3/imu1,101
train,data3/imu1,102
train,data3/imu1,103
train,data3/imu1,104
train,data3/imu1,105
train,data3/imu1,106
train,data3/imu1,107
train,data3/imu1,108
train,data3/imu1,109
train,data3/imu1,110
train,data3/imu1,111
train,data3/imu1,112
train,data3/imu1,113
train,data3/imu1,114
train,data3/imu1,115
train,data3/imu1,116
train,data3/imu1,117
train,data3/imu1,118
train,data3/imu1,119
train,data3/imu1,120
train,data3/imu1,121
train,data3/imu1,122
train,data3/imu1,123
train,data3/imu1,124
train,data3/imu1,125
train,data3/imu1,126
train,data3/imu1,127
train,data3/imu1,128
train,data3/imu1,129
train,data3/imu1,130
train,data3/imu1,131
train,data3/imu1,132
train,data3/imu1,133
train,data3/imu1,134
train,data3/imu1,135
train,data3/imu1,136
train,data3/imu1,137
train,data3/imu1,138
train,data3/imu1,139
train,data3/imu1,140
train,data3/imu1,141
train,data3/imu1,142
train,data3/imu1,143
train,data3/imu1,144
train,data3/imu1,145
train,data3/imu1,146
train,data3/imu1,147
train,data3/imu1,148
train,data3/imu1,149
train,data3/imu1,150
train,data3/imu1,151
train,data3/imu1,152
train,data3/imu2,0
train,data3/imu2,1
train,data3/imu2,2
train,data3/imu2,3
train,data3/imu2,4
train,data3/imu2,5
train,data3/imu2,6
train,data3/imu2,7
train,data3/imu2,8
train,data3/imu2,9
train,data3/imu2,10
train,data3/imu2,11
train,data3/imu2,12
train,data3/imu2,13
train,data3/imu2,14
train,data3/imu2,15
train,data3/imu2,16
train,data3/imu2,17
train,data3/imu2,18
train,data3/imu2,19
train,data3/imu2,20
train,data3/imu2,21
train,data3/imu2,22
train,data3/imu2,23
train,data3/imu2,24
train,data3/imu2,25
train,data3/imu2,26
train,data3/imu2,27
train,data3/imu2,28
train,data3/imu2,29
train,data3/imu2,30
train,data3/imu2,31
train,data3/imu2,32
train,data3/imu2,33
train,data3/imu2,34
train,data3/imu2,35
train,data3/imu2,36
train,data3/imu2,37
train,data3/imu2,38
train,data3/imu2,39
train,data3/imu2,40
train,data3/imu2,41
train,data3/imu2,42
train,data3/imu2,43
train,data3/imu2,44
train,data3/imu2,45
train,data3/imu2,46
train,data3/imu2,47
train,data3/imu2,48
train,data3/imu2,49
train,data3/imu2,50
train,data3/imu2,51
train,data3/imu2,52
train,data3/imu2,53
train,data3/imu2,54
train,data3/imu2,55
train,data3/imu2,56
train,data3/imu2,57
train,data3/imu2,58
train,data3/imu2,59
train,data3/imu2,60
train,data3/imu2,61
train,data3/imu2,62
train,data3/imu2,63
train,data3/imu2,64
train,data3/imu2,65
train,data3/imu2,66
train,data3/imu2,67
train,data3/imu2,68
train,data3/imu2,69
train,data3/imu2,70
train,data3/imu2,71
train,data3/imu2,72
train,data3/imu2,73
train,data3/imu2,74
train,data3/imu2,75
train,data3/imu2,76
train,data3/imu2,77
train,data3/imu2,78
train,data3/imu2,79
train,data3/imu2,80
train,data3/imu2,81
train,data3/imu2,82
train,data3/imu2,83
train,data3/imu2,84
train,data3/imu2,85
train,data3/imu2,86
train,data3/imu2,87
train,data3/imu2,88
train,data3/imu2,89
train,data3/imu2,90
train,data3/imu2,91
train,data3/imu2,92
train,data3/imu2,93
train,data3/imu2,94
train,data3/imu2,95
train,data3/imu2,96
train,data3/imu2,97
train,data3/imu2,98
train,data3/imu2,99
train,data3/imu2,100
train,data3/imu2,101
train,data3/imu2,102
train,data3/imu2,103
train,data3/imu2,104
train,data3/imu2,105
train,data3/imu2,106
train,data3/imu2,107
train,data3/imu2,108
train,data3/imu2,109
train,data3/imu2,110
train,data3/imu2,111
train,data3/imu2,112
train,data3/imu2,113
train,data3/imu2,114
train,data3/imu2,115
train,data3/imu2,116
train,data3/imu2,117
train,data3/imu2,118
train,data3/imu2,119
train,data3/imu2,120
train,data3/imu2,121
train,data3/imu2,122
train,data3/imu2,123
train,data3/imu2,124
train,data3/imu2,125
train,data3/imu2,126
train,data3/imu2,127
train,data3/imu2,128
train,data3/imu2,129
train,data3/imu2,130
train,data3/imu2,131
train,data3/imu2,132
train,data3/imu2,133
train,data3/imu2,134
train,data3/imu2,135
train,data3/imu2,136
train,data3/imu2,137
train,data3/imu2,138
train,data3/imu2,139
train,data3/imu2,140
train,data3/imu2,141
train,data3/imu2,142
train,data3/imu2,143
train,data3/imu2,144
train,data3/imu2,145
train,data3/imu2,146
train,data3/imu2,147
train,data3/imu2,148
train,data3/imu2,149
train,data3/imu2,150
train,data3/imu2,151
train,data3/imu2,152
train,data3/imu2,153
train,data3/imu2,154
train,data3/imu2,155
train,data3/imu2,156
train,data3/imu2,157
train,data3/imu2,158
train,data3/imu2,159
train,data3/imu2,160
train,data3/imu2,161
train,data3/imu2,162
train,data3/imu2,163
train,data3/imu2,164
train,data3/imu2,165
train,data3/imu2,166
train,data3/imu2,167
train,data3/imu2,168
train,data3/imu2,169
train,data3/imu2,170
train,data3/imu2,171
train,data3/imu2,172
train,data3/imu2,173
train,data3/imu2,174
train,data3/imu2,175
train,data3/imu2,176
train,data3/imu2,177
train,data3/imu2,178
train,data3/imu2,179
train,data3/imu2,180
train,data3/imu2,181
train,data3/imu2,182
train,data3/imu2,183
train,data3/imu2,184
train,data3/imu2,185
train,data3/imu2,186
train,data3/imu2,187
train,data3/imu2,188
train,data3/imu3,0
train,data3/imu3,1
train,data3/imu3,2
train,data3/imu3,3
train,data3/imu3,4
train,data3/imu3,5
train,data3/imu3,6
train,data3/imu3,7
train,data3/imu3,8
train,data3/imu3,9
train,data3/imu3,10
train,data3/imu3,11
train,data3/imu3,12
train,data3/imu3,13
train,data3/imu3,14
train,data3/imu3,15
train,data3/imu3,16
train,data3/imu3,17
train,data3/imu3,18
train,data3/imu3,19
train,data3/imu3,20
train,data3/imu3,21
train,data3/imu3,22
train,data3/imu3,23
train,data3/imu3,24
train,data3/imu3,25
train,data3/imu3,26
train,data3/imu3,27
train,data3/imu3,28
train,data3/imu3,29
train,data3/imu3,30
train,data3/imu3,31
train,data3/imu3,32
train,data3/imu3,33
train,data3/imu3,34
train,data3/imu3,35
train,data3/imu3,36
train,data3/imu3,37
train,data3/imu3,38
train,data3/imu3,39
train,data3/imu3,40
train,data3/imu3,41
train,data3/imu3,42
train,data3/imu3,43
train,data3/imu3,44
train,data3/imu3,45
train,data3/imu3,46
train,data3/imu3,47
train,data3/imu3,48
train,data3/imu3,49
train,data3/imu3,50
train,data3/imu3,51
train,data3/imu3,52
train,data3/imu3,53
train,data3/imu3,54
train,data3/imu3,55
train,data3/imu3,56
train,data3/imu3,57
train,data3/imu3,58
train,data3/imu3,59
train,data3/imu3,60
train,data3/imu3,61
train,data3/imu3,62
train,data3/imu3,63
train,data3/imu3,64
train,data3/imu3,65
train,data3/imu3,66
train,data3/imu3,67
train,data3/imu3,68
train,data3/imu3,69
train,data3/imu3,70
train,data3/imu3,71
train,data3/imu3,72
train,data3/imu3,73
train,data3/imu3,74
train,data3/imu3,75
train,data3/imu3,76
train,data3/imu3,77
train,data3/imu3,78
train,data3/imu3,79
train,data3/imu3,80
train,data3/imu3,81
train,data3/imu3,82
train,data3/imu3,83
train,data3/imu3,84
train,data3/imu3,85
train,data3/imu3,86
train,data3/imu3,87
train,data3/imu3,88
train,data3/imu3,89
train,data3/imu3,90
train,data3/imu3,91
train,data3/imu3,92
train,data3/imu3,93
train,data3/imu3,94
train,data3/imu3,95
train,data3/imu3,96
train,data3/imu3,97
train,data3/imu3,98
train,data3/imu3,99
train,data3/imu3,100
train,data3/imu3,101
train,data3/imu3,102
train,data3/imu3,103
train,data3/imu3,104
train,data3/imu3,105
train,data3/imu3,106
train,data3/imu3,107
train,data3/imu3,108
train,data3/imu3,109
train,data3/imu3,110
train,data3/imu3,111
train,data3/imu3,112
train,data3/imu3,113
train,data3/imu3,114
train,data3/imu3,115
train,data3/imu3,116
train,data3/imu3,117
train,data3/imu3,118
train,data3/imu3,119
train,data3/imu3,120
train,data3/imu3,121
train,data3/imu3,122
train,data3/imu3,123
train,data3/imu3,124
train,data3/imu3,125
train,data3/imu3,126
train,data3/imu3,127
train,data3/imu3,128
train,data3/imu3,129
train,data3/imu3,130
train,data3/imu3,131
train,data3/imu3,132
train,data3/imu3,133
train,data3/imu3,134
train,data3/imu3,135
train,data3/imu3,136
train,data3/imu3,137
train,data3/imu3,138
train,data3/imu3,139
train,data3/imu3,140
train,data3/imu3,141
train,data3/imu3,142
train,data3/imu3,143
train,data3/imu3,144
train,data3/imu3,145
train,data3/imu3,146
train,data3/imu3,147
train,data3/imu3,148
train,data3/imu3,149
train,data3/imu3,150
train,data3/imu3,151
train,data3/imu3,152
train,data3/imu3,153
train,data3/imu3,154
train,data3/imu3,155
train,data3/imu3,156
train,data3/imu3,157
train,data3/imu3,158
train,data3/imu3,159
train,data3/imu3,160
train,data3/imu3,161
train,data3/imu3,162
train,data3/imu3,163
train,data3/imu3,164
train,data3/imu3,165
train,data3/imu3,166
train,data3/imu3,167
train,data3/imu3,168
train,data3/imu3,169
train,data3/imu3,170
train,data3/imu3,171
train,data3/imu3,172
train,data3/imu3,173
train,data3/imu3,174
train,data3/imu3,175
train,data3/imu3,176
train,data3/imu3,177
train,data3/imu3,178
train,data3/imu3,179
train,data3/imu3,180
train,data3/imu3,181
train,data3/imu3,182
train,data3/imu3,183
train,data3/imu3,184
train,data3/imu3,185
train,data3/imu3,186
train,data3/imu3,187
train,data3/imu3,188
train,data3/imu3,189
train,data3/imu3,190
train,data3/imu3,191
train,data3/imu3,192
train,data3/imu3,193
train,data3/imu3,194
train,data3/imu3,195
train,data3/imu3,196
train,data3/imu3,197
train,data3/imu3,198
train,data3/imu3,199
train,data3/imu3,200
train,data3/imu3,201
train,data3/imu3,202
train,data3/imu3,203
train,data3/imu3,204
train,data3/imu3,205
train,data3/imu3,206
train,data3/imu3,207
train,data3/imu3,208
train,data3/imu3,209
train,data3/imu3,210
train,data3/imu3,211
train,data3/imu3,212
train,data3/imu3,213
train,data3/imu3,214
train,data3/imu3,215
train,data3/imu3,216
train,data3/imu3,217
train,data3/imu3,218
train,data3/imu3,219
train,data3/imu3,220
train,data3/imu3,221
train,data3/imu3,222
train,data3/imu3,223
train,data3/imu3,224
train,data3/imu3,225
train,data3/imu3,226
train,data3/imu3,227
train,data3/imu3,228
train,data3/imu3,229
train,data3/imu3,230
train,data3/imu3,231
train,data3/imu3,232
train,data3/imu3,233
train,data3/imu3,234
train,data3/imu3,235
train,data3/imu3,236
train,data3/imu3,237
train,data3/imu3,238
train,data3/imu3,239
train,data3/imu3,240
train,data3/imu3,241
train,data3/imu3,242
train,data3/imu3,243
train,data3/imu3,244
train,data3/imu3,245
train,data3/imu3,246
train,data3/imu3,247
train,data3/imu3,248
train,data3/imu3,249
train,data3/imu3,250
train,data3/imu3,251
train,data3/imu3,252
train,data3/imu3,253
train,data3/imu3,254
train,data3/imu3,255
train,data3/imu3,256
train,data3/imu3,257
train,data3/imu3,258
train,data3/imu3,259
train,data3/imu3,260
train,data3/imu3,261
train,data3/imu3,262
train,data3/imu3,263
train,data3/imu3,264
train,data3/imu3,265
train,data3/imu3,266
train,data3/imu3,267
train,data3/imu3,268
train,data3/imu3,269
train,data3/imu3,270
train,data3/imu3,271
train,data3/imu3,272
train,data3/imu3,273
train,data3/imu3,274
train,data3/imu3,275
train,data3/imu3,276
train,data3/imu3,277
train,data3/imu3,278
train,data3/imu3,279
train,data3/imu3,280
train,data3/imu3,281
train,data3/imu3,282
train,data3/imu3,283
train,data3/imu3,284
train,data3/imu3,285
train,data3/imu3,286
train,data3/imu3,287
train,data3/imu3,288
train,data3/imu3,289
train,data3/imu3,290
train,data3/imu3,291
train,data3/imu3,292
train,data3/imu3,293
train,data3/imu3,294
train,data3/imu3,295
train,data3/imu3,296
train,data3/imu3,297
train,data3/imu3,298
train,data3/imu3,299
train,data3/imu3,300
train,data3/imu3,301
train,data3/imu3,302
train,data3/imu3,303
test,data3/imu4,0
test,data3/imu4,1
test,data3/imu4,2
test,data3/imu4,3
test,data3/imu4,4
test,data3/imu4,5
test,data3/imu4,6
test,data3/imu4,7
test,data3/imu4,8
test,data3/imu4,9
test,data3/imu4,10
test,data3/imu4,11
test,data3/imu4,12
test,data3/imu4,13
test,data3/imu4,14
test,data3/imu4,15
test,data3/imu4,16
test,data3/imu4,17
test,data3/imu4,18
test,data3/imu4,19
test,data3/imu4,20
test,data3/imu4,21
test,data3/imu4,22
test,data3/imu4,23
test,data3/imu4,24
test,data3/imu4,25
test,data3/imu4,26
test,data3/imu4,27
test,data3/imu4,28
test,data3/imu4,29
test,data3/imu4,30
test,data3/imu4,31
test,data3/imu4,32
test,data3/imu4,33
test,data3/imu4,34
test,data3/imu4,35
test,data3/imu4,36
test,data3/imu4,37
test,data3/imu4,38
test,data3/imu4,39
test,data3/imu4,40
test,data3/imu4,41
test,data3/imu4,42
test,data3/imu4,43
test,data3/imu4,44
test,data3/imu4,45
test,data3/imu4,46
test,data3/imu4,47
test,data3/imu4,48
test,data3/imu4,49
test,data3/imu4,50
test,data3/imu4,51
test,data3/imu4,52
test,data3/imu4,53
test,data3/imu4,54
test,data3/imu4,55
test,data3/imu4,56
test,data3/imu4,57
test,data3/imu4,58
test,data3/imu4,59
test,data3/imu4,60
test,data3/imu4,61
test,data3/imu4,62
test,data3/imu4,63
test,data3/imu4,64
test,data3/imu4,65
test,data3/imu4,66
test,data3/imu4,67
test,data3/imu4,68
test,data3/imu4,69
test,data3/imu4,70
test,data3/imu4,71
test,data3/imu4,72
test,data3/imu4,73
test,data3/imu4,74
test,data3/imu4,75
test,data3/imu4,76
test,data3/imu4,77
test,data3/imu4,78
test,data3/imu4,79
test,data3/imu4,80
test,data3/imu4,81
test,data3/imu4,82
test,data3/imu4,83
test,data3/imu4,84
test,data3/imu4,85
test,data3/imu4,86
test,data3/imu4,87
test,data3/imu4,88
test,data3/imu4,89
test,data3/imu4,90
test,data3/imu4,91
test,data3/imu4,92
test,data3/imu4,93
test,data3/imu4,94
test,data3/imu4,95
test,data3/imu4,96
test,data3/imu4,97
test,data3/imu4,98
test,data3/imu4,99
test,data3/imu4,100
test,data3/imu4,101
test,data3/imu4,102
test,data3/imu4,103
test,data3/imu4,104
test,data3/imu4,105
test,data3/imu4,106
test,data3/imu4,107
test,data3/imu4,108
test,data3/imu4,109
test,data3/imu4,110
test,data3/imu4,111
test,data3/imu4,112
test,data3/imu4,113
test,data3/imu4,114
test,data3/imu4,115
test,data3/imu4,116
test,data3/imu4,117
test,data3/imu4,118
test,data3/imu4,119
test,data3/imu4,120
test,data3/imu4,121
test,data3/imu4,122
test,data3/imu4,123
test,data3/imu4,124
test,data3/imu4,125
test,data3/imu4,126
test,data3/imu4,127
test,data3/imu4,128
test,data3/imu4,129
test,data3/imu4,130
test,data3/imu4,131
test,data3/imu4,132
test,data3/imu4,133
test,data3/imu4,134
test,data3/imu4,135
test,data3/imu4,136
test,data3/imu4,137
test,data3/imu4,138
test,data3/imu4,139
test,data3/imu4,140
test,data3/imu4,141
test,data3/imu4,142
test,data3/imu4,143
test,data3/imu4,144
test,data3/imu4,145
test,data3/imu4,146
test,data3/imu4,147
test,data3/imu4,148
test,data3/imu4,149
test,data3/imu4,150
test,data3/imu4,151
test,data3/imu4,152
test,data3/imu4,153
test,data3/imu4,154
test,data3/imu4,155
test,data3/imu4,156
test,data3/imu4,157
test,data3/imu4,158
test,data3/imu4,159
test,data3/imu4,160
test,data3/imu4,161
test,data3/imu4,162
test,data3/imu4,163
test,data3/imu4,164
test,data3/imu4,165
test,data3/imu4,166
test,data3/imu4,167
test,data3/imu4,168
test,data3/imu4,169
test,data3/imu4,170
test,data3/imu4,171
test,data3/imu4,172
test,data3/imu4,173
test,data3/imu4,174
test,data3/imu4,175
test,data3/imu4,176
test,data3/imu4,177
test,data3/imu4,178
test,data3/imu4,179
test,data3/imu4,180
test,data3/imu4,181
test,data3/imu4,182
test,data3/imu4,183
test,data3/imu4,184
test,data3/imu4,185
test,data3/imu4,186
test,data3/imu4,187
test,data3/imu4,188
test,data3/imu4,189
test,data3/imu4,190
test,data3/imu4,191
test,data3/imu4,192
test,data3/imu4,193
test,data3/imu4,194
test,data3/imu4,195
test,data3/imu4,196
test,data3/imu4,197
test,data3/imu4,198
test,data3/imu4,199
test,data3/imu4,200
test,data3/imu4,201
test,data3/imu4,202
test,data3/imu4,203
test,data3/imu4,204
test,data3/imu4,205
test,data3/imu4,206
test,data3/imu4,207
test,data3/imu4,208
test,data3/imu4,209
test,data3/imu4,210
test,data3/imu4,211
test,data3/imu4,212
test,data3/imu4,213
test,data3/imu4,214
test,data3/imu4,215
test,data3/imu4,216
test,data3/imu4,217
test,data3/imu4,218
test,data3/imu4,219
test,data3/imu4,220
test,data3/imu4,221
test,data3/imu4,222
test,data3/imu4,223
test,data3/imu4,224
test,data3/imu4,225
test,data3/imu4,226
test,data3/imu4,227
test,data3/imu4,228
test,data3/imu4,229
test,data3/imu4,230
test,data3/imu4,231
test,data3/imu4,232
test,data3/imu4,233
test,data3/imu4,234
test,data3/imu4,235
test,data3/imu4,236
test,data3/imu4,237
test,data3/imu4,238
test,data3/imu4,239
test,data3/imu4,240
test,data3/imu4,241
test,data3/imu4,242
test,data3/imu4,243
test,data3/imu4,244
test,data3/imu4,245
test,data3/imu4,246
test,data3/imu4,247
test,data3/imu4,248
test,data3/imu4,249
test,data3/imu4,250
test,data3/imu4,251
test,data3/imu4,252
test,data3/imu4,253
test,data3/imu4,254
test,data3/imu4,255
test,data3/imu4,256
test,data3/imu4,257
test,data3/imu4,258
test,data3/imu4,259
test,data3/imu4,260
test,data3/imu4,261
test,data3/imu4,262
test,data3/imu4,263
test,data3/imu4,264
test,data3/imu4,265
test,data3/imu4,266
test,data3/imu4,267
train,data3/imu5,0
train,data3/imu5,1
train,data3/imu5,2
train,data3/imu5,3
train,data3/imu5,4
train,data3/imu5,5
train,data3/imu5,6
train,data3/imu5,7
train,data3/imu5,8
train,data3/imu5,9
train,data3/imu5,10
train,data3/imu5,11
train,data3/imu5,12
train,data3/imu5,13
train,data3/imu5,14
train,data3/imu5,15
train,data3/imu5,16
train,data3/imu5,17
train,data3/imu5,18
train,data3/imu5,19
train,data3/imu5,20
train,data3/imu5,21
train,data3/imu5,22
train,data3/imu5,23
train,data3/imu5,24
train,data3/imu5,25
train,data3/imu5,26
train,data3/imu5,27
train,data3/imu5,28
train,data3/imu5,29
train,data3/imu5,30
train,data3/imu5,31
train,data3/imu5,32
train,data3/imu5,33
train,data3/imu5,34
train,data3/imu5,35
train,data3/imu5,36
train,data3/imu5,37
train,data3/imu5,38
train,data3/imu5,39
train,data3/imu5,40
train,data3/imu5,41
train,data3/imu5,42
train,data3/imu5,43
train,data3/imu5,44
train,data3/imu5,45
train,data3/imu5,46
train,data3/imu5,47
train,data3/imu5,48
train,data3/imu5,49
train,data3/imu5,50
train,data3/imu5,51
train,data3/imu5,52
train,data3/imu5,53
train,data3/imu5,54
train,data3/imu5,55
train,data3/imu5,56
train,data3/imu5,57
train,data3/imu5,58
train,data3/imu5,59
train,data3/imu5,60
train,data3/imu5,61
train,data3/imu5,62
train,data3/imu5,63
train,data3/imu5,64
train,data3/imu5,65
train,data3/imu5,66
train,data3/imu5,67
train,data3/imu5,68
train,data3/imu5,69
train,data3/imu5,70
train,data3/imu5,71
train,data3/imu5,72
train,data3/imu5,73
train,data3/imu5,74
train,data3/imu5,75
train,data3/imu5,76
train,data3/imu5,77
train,data3/imu5,78
train,data3/imu5,79
train,data3/imu5,80
train,data3/imu5,81
train,data3/imu5,82
train,data3/imu5,83
train,data3/imu5,84
train,data3/imu5,85
train,data3/imu5,86
train,data3/imu5,87
train,data3/imu5,88
train,data3/imu5,89
train,data3/imu5,90
train,data3/imu5,91
train,data3/imu5,92
train,data3/imu5,93
train,data3/imu5,94
train,data3/imu5,95
train,data3/imu5,96
train,data3/imu5,97
train,data3/imu5,98
train,data3/imu5,99
train,data3/imu5,100
train,data3/imu5,101
train,data3/imu5,102
train,data3/imu5,103
train,data3/imu5,104
train,data3/imu5,105
train,data3/imu5,106
train,data3/imu5,107
train,data3/imu5,108
train,data3/imu5,109
train,data3/imu5,110
train,data3/imu5,111
train,data3/imu5,112
train,data3/imu5,113
train,data3/imu5,114
train,data3/imu5,115
train,data3/imu5,116
train,data3/imu5,117
train,data3/imu5,118
train,data3/imu5,119
train,data3/imu5,120
train,data3/imu5,121
train,data3/imu5,122
train,data3/imu5,123
train,data3/imu5,124
train,data3/imu5,125
train,data3/imu5,126
train,data3/imu5,127
train,data3/imu5,128
train,data3/imu5,129
train,data3/imu5,130
train,data3/imu5,131
train,data3/imu5,132
train,data3/imu5,133
train,data3/imu5,134
train,data3/imu5,135
train,data3/imu5,136
train,data3/imu5,137
train,data3/imu5,138
train,data3/imu5,139
train,data3/imu5,140
train,data3/imu5,141
train,data3/imu5,142
train,data3/imu5,143
train,data3/imu5,144
train,data3/imu5,145
train,data3/imu5,146
train,data3/imu5,147
train,data3/imu5,148
train,data3/imu5,149
train,data3/imu5,150
train,data3/imu5,151
train,data3/imu5,152
train,data3/imu5,153
train,data3/imu5,154
train,data3/imu5,155
train,data3/imu5,156
train,data3/imu5,157
train,data3/imu5,158
train,data3/imu5,159
train,data3/imu5,160
train,data3/imu5,161
train,data3/imu5,162
train,data3/imu5,163
train,data3/imu5,164
train,data3/imu5,165
train,data3/imu5,166
train,data3/imu5,167
train,data3/imu5,168
train,data3/imu5,169
train,data3/imu5,170
train,data3/imu5,171
train,data3/imu5,172
train,data3/imu5,173
train,data3/imu5,174
train,data3/imu5,175
train,data3/imu5,176
train,data3/imu5,177
train,data3/imu5,178
train,data3/imu5,179
train,data3/imu5,180
train,data3/imu5,181
train,data3/imu5,182
train,data3/imu5,183
train,data3/imu5,184
train,data3/imu5,185
train,data3/imu5,186
train,data3/imu5,187
train,data3/imu5,188
train,data3/imu5,189
train,data3/imu5,190
train,data4/imu1,0
train,data4/imu1,1
train,data4/imu1,2
train,data4/imu1,3
train,data4/imu1,4
train,data4/imu1,5
train,data4/imu1,6
train,data4/imu1,7
train,data4/imu1,8
train,data4/imu1,9
train,data4/imu1,10
train,data4/imu1,11
train,data4/imu1,12
train,data4/imu1,13
train,data4/imu1,14
train,data4/imu1,15
train,data4/imu1,16
train,data4/imu1,17
train,data4/imu1,18
train,data4/imu1,19
train,data4/imu1,20
train,data4/imu1,21
train,data4/imu1,22
train,data4/imu1,23
train,data4/imu1,24
train,data4/imu1,25
train,data4/imu1,26
train,data4/imu1,27
train,data4/imu1,28
train,data4/imu1,29
train,data4/imu1,30
train,data4/imu1,31
train,data4/imu1,32
train,data4/imu1,33
train,data4/imu1,34
train,data4/imu1,35
train,data4/imu1,36
train,data4/imu1,37
train,data4/imu1,38
train,data4/imu1,39
train,data4/imu1,40
train,data4/imu1,41
train,data4/imu1,42
train,data4/imu1,43
train,data4/imu1,44
train,data4/imu1,45
