split,sequence_id,window_index,start_index,end_index
train,data1/imu6,142,28400,28599
train,data1/imu6,143,28600,28799
train,data1/imu6,144,28800,28999
train,data1/imu6,145,29000,29199
train,data1/imu6,146,29200,29399
train,data1/imu6,147,29400,29599
train,data1/imu6,148,29600,29799
train,data1/imu6,149,29800,29999
train,data1/imu6,150,30000,30199
train,data1/imu6,151,30200,30399
train,data1/imu6,152,30400,30599
train,data1/imu6,153,30600,30799
train,data1/imu6,154,30800,30999
train,data1/imu6,155,31000,31199
train,data1/imu6,156,31200,31399
train,data1/imu6,157,31400,31599
train,data1/imu6,158,31600,31799
train,data1/imu6,159,31800,31999
train,data1/imu6,160,32000,32199
train,data1/imu6,161,32200,32399
train,data1/imu7,0,0,199
train,data1/imu7,1,200,399
train,data1/imu7,2,400,599
train,data1/imu7,3,600,799
train,data1/imu7,4,800,999
train,data1/imu7,5,1000,1199
train,data1/imu7,6,1200,1399
train,data1/imu7,7,1400,1599
train,data1/imu7,8,1600,1799
train,data1/imu7,9,1800,1999
train,data1/imu7,10,2000,2199
train,data1/imu7,11,2200,2399
train,data1/imu7,12,2400,2599
train,data1/imu7,13,2600,2799
train,data1/imu7,14,2800,2999
train,data1/imu7,15,3000,3199
train,data1/imu7,16,3200,3399
train,data1/imu7,17,3400,3599
train,data1/imu7,18,3600,3799
train,data1/imu7,19,3800,3999
train,data1/imu7,20,4000,4199
train,data1/imu7,21,4200,4399
train,data1/imu7,22,4400,4599
train,data1/imu7,23,4600,4799
train,data1/imu7,24,4800,4999
train,data1/imu7,25,5000,5199
train,data1/imu7,26,5200,5399
train,data1/imu7,27,5400,5599
train,data1/imu7,28,5600,5799
train,data1/imu7,29,5800,5999
train,data1/imu7,30,6000,6199
train,data1/imu7,31,6200,6399
train,data1/imu7,32,6400,6599
train,data1/imu7,33,6600,6799
train,data1/imu7,34,6800,6999
train,data1/imu7,35,7000,7199
train,data1/imu7,36,7200,7399
train,data1/imu7,37,7400,7599
train,data1/imu7,38,7600,7799
train,data1/imu7,39,7800,7999
train,data1/imu7,40,8000,8199
train,data1/imu7,41,8200,8399
train,data1/imu7,42,8400,8599
train,data1/imu7,43,8600,8799
train,data1/imu7,44,8800,8999
train,data1/imu7,45,9000,9199
train,data1/imu7,46,9200,9399
train,data1/imu7,47,9400,9599
train,data1/imu7,48,9600,9799
train,data1/imu7,49,9800,9999
train,data1/imu7,50,10000,10199
train,data1/imu7,51,10200,10399
train,data1/imu7,52,10400,10599
train,data1/imu7,53,10600,10799
train,data1/imu7,54,10800,10999
train,data1/imu7,55,11000,11199
train,data1/imu7,56,11200,11399
train,data1/imu7,57,11400,11599
train,data1/imu7,58,11600,11799
train,data1/imu7,59,11800,11999
train,data1/imu7,60,12000,12199
train,data1/imu7,61,12200,12399
train,data1/imu7,62,12400,12599
train,data1/imu7,63,12600,12799
train,data1/imu7,64,12800,12999
train,data1/imu7,65,13000,13199
train,data1/imu7,66,13200,13399
train,data1/imu7,67,13400,13599
train,data1/imu7,68,13600,13799
train,data1/imu7,69,13800,13999
train,data2/imu1,0,0,199
train,data2/imu1,1,200,399
train,data2/imu1,2,400,599
train,data2/imu1,3,600,799
train,data2/imu1,4,800,999
train,data2/imu1,5,1000,1199
train,data2/imu1,6,1200,1399
train,data2/imu1,7,1400,1599
train,data2/imu1,8,1600,1799
train,data2/imu1,9,1800,1999
train,data2/imu1,10,2000,2199
train,data2/imu1,11,2200,2399
train,data2/imu1,12,2400,2599
train,data2/imu1,13,2600,2799
train,data2/imu1,14,2800,2999
train,data2/imu1,15,3000,3199
train,data2/imu1,16,3200,3399
train,data2/imu1,17,3400,3599
train,data2/imu1,18,3600,3799
train,data2/imu1,19,3800,3999
train,data2/imu1,20,4000,4199
train,data2/imu1,21,4200,4399
train,data2/imu1,22,4400,4599
train,data2/imu1,23,4600,4799
train,data2/imu1,24,4800,4999
train,data2/imu1,25,5000,5199
train,data2/imu1,26,5200,5399
train,data2/imu1,27,5400,5599
train,data2/imu1,28,5600,5799
train,data2/imu1,29,5800,5999
train,data2/imu1,30,6000,6199
train,data2/imu1,31,6200,6399
train,data2/imu1,32,6400,6599
train,data2/imu1,33,6600,6799
train,data2/imu1,34,6800,6999
train,data2/imu1,35,7000,7199
train,data2/imu1,36,7200,7399
train,data2/imu1,37,7400,7599
train,data2/imu1,38,7600,7799
train,data2/imu1,39,7800,7999
train,data2/imu1,40,8000,8199
train,data2/imu1,41,8200,8399
train,data2/imu1,42,8400,8599
train,data2/imu1,43,8600,8799
train,data2/imu1,44,8800,8999
train,data2/imu1,45,9000,9199
train,data2/imu1,46,9200,9399
train,data2/imu1,47,9400,9599
train,data2/imu1,48,9600,9799
train,data2/imu1,49,9800,9999
train,data2/imu1,50,10000,10199
train,data2/imu1,51,10200,10399
train,data2/imu1,52,10400,10599
train,data2/imu1,53,10600,10799
train,data2/imu1,54,10800,10999
train,data2/imu1,55,11000,11199
train,data2/imu1,56,11200,11399
train,data2/imu1,57,11400,11599
train,data2/imu1,58,11600,11799
train,data2/imu1,59,11800,11999
train,data2/imu1,60,12000,12199
train,data2/imu1,61,12200,12399
train,data2/imu1,62,12400,12599
train,data2/imu1,63,12600,12799
train,data2/imu1,64,12800,12999
train,data2/imu1,65,13000,13199
train,data2/imu1,66,13200,13399
train,data2/imu1,67,13400,13599
train,data2/imu1,68,13600,13799
train,data2/imu1,69,13800,13999
train,data2/imu1,70,14000,14199
train,data2/imu1,71,14200,14399
train,data2/imu1,72,14400,14599
train,data2/imu1,73,14600,14799
train,data2/imu1,74,14800,14999
train,data2/imu1,75,15000,15199
train,data2/imu1,76,15200,15399
train,data2/imu1,77,15400,15599
train,data2/imu1,78,15600,15799
train,data2/imu1,79,15800,15999
train,data2/imu1,80,16000,16199
train,data2/imu1,81,16200,16399
train,data2/imu1,82,16400,16599
train,data2/imu1,83,16600,16799
train,data2/imu1,84,16800,16999
train,data2/imu1,85,17000,17199
train,data2/imu1,86,17200,17399
train,data2/imu1,87,17400,17599
train,data2/imu1,88,17600,17799
train,data2/imu1,89,17800,17999
train,data2/imu1,90,18000,18199
train,data2/imu1,91,18200,18399
train,data2/imu1,92,18400,18599
train,data2/imu1,93,18600,18799
train,data2/imu1,94,18800,18999
train,data2/imu1,95,19000,19199
train,data2/imu1,96,19200,19399
train,data2/imu1,97,19400,19599
train,data2/imu1,98,19600,19799
train,data2/imu1,99,19800,19999
train,data2/imu1,100,20000,20199
train,data2/imu1,101,20200,20399
train,data2/imu1,102,20400,20599
train,data2/imu1,103,20600,20799
train,data2/imu1,104,20800,20999
train,data2/imu1,105,21000,21199
train,data2/imu1,106,21200,21399
train,data2/imu1,107,21400,21599
train,data2/imu1,108,21600,21799
train,data2/imu1,109,21800,21999
train,data2/imu1,110,22000,22199
train,data2/imu1,111,22200,22399
train,data2/imu1,112,22400,22599
train,data2/imu1,113,22600,22799
train,data2/imu1,114,22800,22999
train,data2/imu1,115,23000,23199
train,data2/imu1,116,23200,23399
train,data2/imu1,117,23400,23599
train,data2/imu1,118,23600,23799
train,data2/imu1,119,23800,23999
train,data2/imu1,120,24000,24199
train,data2/imu1,121,24200,24399
train,data2/imu1,122,24400,24599
train,data2/imu1,123,24600,24799
train,data2/imu1,124,24800,24999
train,data2/imu1,125,25000,25199
train,data2/imu1,126,25200,25399
train,data2/imu1,127,25400,25599
train,data2/imu1,128,25600,25799
train,data2/imu1,129,25800,25999
train,data2/imu1,130,26000,26199
train,data2/imu1,131,26200,26399
train,data2/imu1,132,26400,26599
train,data2/imu1,133,26600,26799
train,data2/imu1,134,26800,26999
train,data2/imu1,135,27000,27199
train,data2/imu1,136,27200,27399
train,data2/imu1,137,27400,27599
train,data2/imu1,138,27600,27799
train,data2/imu1,139,27800,27999
train,data2/imu1,140,28000,28199
train,data2/imu1,141,28200,28399
train,data2/imu1,142,28400,28599
train,data2/imu1,143,28600,28799
train,data2/imu1,144,28800,28999
train,data2/imu1,145,29000,29199
train,data2/imu1,146,29200,29399
train,data2/imu1,147,29400,29599
train,data2/imu1,148,29600,29799
train,data2/imu1,149,29800,29999
train,data2/imu1,150,30000,30199
train,data2/imu1,151,30200,30399
train,data2/imu1,152,30400,30599
train,data2/imu1,153,30600,30799
train,data2/imu1,154,30800,30999
train,data2/imu1,155,31000,31199
train,data2/imu1,156,31200,31399
train,data2/imu1,157,31400,31599
train,data2/imu1,158,31600,31799
train,data2/imu1,159,31800,31999
train,data2/imu1,160,32000,32199
train,data2/imu1,161,32200,32399
train,data2/imu1,162,32400,32599
test,data2/imu2,0,0,199
test,data2/imu2,1,200,399
test,data2/imu2,2,400,599
test,data2/imu2,3,600,799
test,data2/imu2,4,800,999
test,data2/imu2,5,1000,1199
test,data2/imu2,6,1200,1399
test,data2/imu2,7,1400,1599
test,data2/imu2,8,1600,1799
test,data2/imu2,9,1800,1999
test,data2/imu2,10,2000,2199
test,data2/imu2,11,2200,2399
test,data2/imu2,12,2400,2599
test,data2/imu2,13,2600,2799
test,data2/imu2,14,2800,2999
test,data2/imu2,15,3000,3199
test,data2/imu2,16,3200,3399
test,data2/imu2,17,3400,3599
test,data2/imu2,18,3600,3799
test,data2/imu2,19,3800,3999
test,data2/imu2,20,4000,4199
test,data2/imu2,21,4200,4399
test,data2/imu2,22,4400,4599
test,data2/imu2,23,4600,4799
test,data2/imu2,24,4800,4999
test,data2/imu2,25,5000,5199
test,data2/imu2,26,5200,5399
test,data2/imu2,27,5400,5599
test,data2/imu2,28,5600,5799
test,data2/imu2,29,5800,5999
test,data2/imu2,30,6000,6199
test,data2/imu2,31,6200,6399
test,data2/imu2,32,6400,6599
test,data2/imu2,33,6600,6799
test,data2/imu2,34,6800,6999
test,data2/imu2,35,7000,7199
test,data2/imu2,36,7200,7399
test,data2/imu2,37,7400,7599
test,data2/imu2,38,7600,7799
test,data2/imu2,39,7800,7999
test,data2/imu2,40,8000,8199
test,data2/imu2,41,8200,8399
test,data2/imu2,42,8400,8599
test,data2/imu2,43,8600,8799
test,data2/imu2,44,8800,8999
test,data2/imu2,45,9000,9199
test,data2/imu2,46,9200,9399
test,data2/imu2,47,9400,9599
test,data2/imu2,48,9600,9799
test,data2/imu2,49,9800,9999
test,data2/imu2,50,10000,10199
test,data2/imu2,51,10200,10399
test,data2/imu2,52,10400,10599
test,data2/imu2,53,10600,10799
test,data2/imu2,54,10800,10999
test,data2/imu2,55,11000,11199
test,data2/imu2,56,11200,11399
test,data2/imu2,57,11400,11599
test,data2/imu2,58,11600,11799
test,data2/imu2,59,11800,11999
test,data2/imu2,60,12000,12199
test,data2/imu2,61,12200,12399
test,data2/imu2,62,12400,12599
test,data2/imu2,63,12600,12799
test,data2/imu2,64,12800,12999
test,data2/imu2,65,13000,13199
test,data2/imu2,66,13200,13399
test,data2/imu2,67,13400,13599
test,data2/imu2,68,13600,13799
test,data2/imu2,69,13800,13999
test,data2/imu2,70,14000,14199
test,data2/imu2,71,14200,14399
test,data2/imu2,72,14400,14599
test,data2/imu2,73,14600,14799
test,data2/imu2,74,14800,14999
test,data2/imu2,75,15000,15199
test,data2/imu2,76,15200,15399
test,data2/imu2,77,15400,15599
test,data2/imu2,78,15600,15799
test,data2/imu2,79,15800,15999
test,data2/imu2,80,16000,16199
test,data2/imu2,81,16200,16399
test,data2/imu2,82,16400,16599
test,data2/imu2,83,16600,16799
test,data2/imu2,84,16800,16999
test,data2/imu2,85,17000,17199
test,data2/imu2,86,17200,17399
test,data2/imu2,87,17400,17599
test,data2/imu2,88,17600,17799
test,data2/imu2,89,17800,17999
test,data2/imu2,90,18000,18199
test,data2/imu2,91,18200,18399
test,data2/imu2,92,18400,18599
test,data2/imu2,93,18600,18799
test,data2/imu2,94,18800,18999
test,data2/imu2,95,19000,19199
test,data2/imu2,96,19200,19399
test,data2/imu2,97,19400,19599
test,data2/imu2,98,19600,19799
test,data2/imu2,99,19800,19999
test,data2/imu2,100,20000,20199
test,data2/imu2,101,20200,20399
test,data2/imu2,102,20400,20599
test,data2/imu2,103,20600,20799
test,data2/imu2,104,20800,20999
test,data2/imu2,105,21000,21199
test,data2/imu2,106,21200,21399
test,data2/imu2,107,21400,21599
test,data2/imu2,108,21600,21799
test,data2/imu2,109,21800,21999
test,data2/imu2,110,22000,22199
test,data2/imu2,111,22200,22399
test,data2/imu2,112,22400,22599
test,data2/imu2,113,22600,22799
test,data2/imu2,114,22800,22999
test,data2/imu2,115,23000,23199
test,data2/imu2,116,23200,23399
test,data2/imu2,117,23400,23599
test,data2/imu2,118,23600,23799
test,data2/imu2,119,23800,23999
test,data2/imu2,120,24000,24199
test,data2/imu2,121,24200,24399
test,data2/imu2,122,24400,24599
test,data2/imu2,123,24600,24799
test,data2/imu2,124,24800,24999
test,data2/imu2,125,25000,25199
test,data2/imu2,126,25200,25399
test,data2/imu2,127,25400,25599
test,data2/imu2,128,25600,25799
test,data2/imu2,129,25800,25999
test,data2/imu2,130,26000,26199
test,data2/imu2,131,26200,26399
test,data2/imu2,132,26400,26599
test,data2/imu2,133,26600,26799
test,data2/imu2,134,26800,26999
test,data2/imu2,135,27000,27199
test,data2/imu2,136,27200,27399
test,data2/imu2,137,27400,27599
test,data2/imu2,138,27600,27799
test,data2/imu2,139,27800,27999
test,data2/imu2,140,28000,28199
test,data2/imu2,141,28200,28399
test,data2/imu2,142,28400,28599
test,data2/imu2,143,28600,28799
test,data2/imu2,144,28800,28999
test,data2/imu2,145,29000,29199
test,data2/imu2,146,29200,29399
test,data2/imu2,147,29400,29599
test,data2/imu2,148,29600,29799
test,data2/imu2,149,29800,29999
test,data2/imu2,150,30000,30199
test,data2/imu2,151,30200,30399
test,data2/imu2,152,30400,30599
test,data2/imu2,153,30600,30799
test,data2/imu2,154,30800,30999
train,data2/imu3,0,0,199
train,data2/imu3,1,200,399
train,data2/imu3,2,400,599
train,data2/imu3,3,600,799
train,data2/imu3,4,800,999
train,data2/imu3,5,1000,1199
train,data2/imu3,6,1200,1399
train,data2/imu3,7,1400,1599
train,data2/imu3,8,1600,1799
train,data2/imu3,9,1800,1999
train,data2/imu3,10,2000,2199
train,data2/imu3,11,2200,2399
train,data2/imu3,12,2400,2599
train,data2/imu3,13,2600,2799
train,data2/imu3,14,2800,2999
train,data2/imu3,15,3000,3199
train,data2/imu3,16,3200,3399
train,data2/imu3,17,3400,3599
train,data2/imu3,18,3600,3799
train,data2/imu3,19,3800,3999
train,data2/imu3,20,4000,4199
train,data2/imu3,21,4200,4399
train,data2/imu3,22,4400,4599
train,data2/imu3,23,4600,4799
train,data2/imu3,24,4800,4999
train,data2/imu3,25,5000,5199
train,data2/imu3,26,5200,5399
train,data2/imu3,27,5400,5599
train,data2/imu3,28,5600,5799
train,data2/imu3,29,5800,5999
train,data2/imu3,30,6000,6199
train,data2/imu3,31,6200,6399
train,data2/imu3,32,6400,6599
train,data2/imu3,33,6600,6799
train,data2/imu3,34,6800,6999
train,data2/imu3,35,7000,7199
train,data2/imu3,36,7200,7399
train,data2/imu3,37,7400,7599
train,data2/imu3,38,7600,7799
train,data2/imu3,39,7800,7999
train,data2/imu3,40,8000,8199
train,data2/imu3,41,8200,8399
train,data2/imu3,42,8400,8599
train,data2/imu3,43,8600,8799
train,data2/imu3,44,8800,8999
train,data2/imu3,45,9000,9199
train,data2/imu3,46,9200,9399
train,data2/imu3,47,9400,9599
train,data2/imu3,48,9600,9799
train,data2/imu3,49,9800,9999
train,data2/imu3,50,10000,10199
train,data2/imu3,51,10200,10399
train,data2/imu3,52,10400,10599
train,data2/imu3,53,10600,10799
train,data2/imu3,54,10800,10999
train,data2/imu3,55,11000,11199
train,data2/imu3,56,11200,11399
train,data2/imu3,57,11400,11599
train,data2/imu3,58,11600,11799
train,data2/imu3,59,11800,11999
train,data2/imu3,60,12000,12199
train,data2/imu3,61,12200,12399
train,data2/imu3,62,12400,12599
train,data2/imu3,63,12600,12799
train,data2/imu3,64,12800,12999
train,data2/imu3,65,13000,13199
train,data2/imu3,66,13200,13399
train,data2/imu3,67,13400,13599
train,data2/imu3,68,13600,13799
train,data2/imu3,69,13800,13999
train,data2/imu3,70,14000,14199
train,data2/imu3,71,14200,14399
train,data2/imu3,72,14400,14599
train,data2/imu3,73,14600,14799
train,data2/imu3,74,14800,14999
train,data2/imu3,75,15000,15199
train,data2/imu3,76,15200,15399
train,data2/imu3,77,15400,15599
train,data2/imu3,78,15600,15799
train,data2/imu3,79,15800,15999
train,data2/imu3,80,16000,16199
train,data2/imu3,81,16200,16399
train,data2/imu3,82,16400,16599
train,data2/imu3,83,16600,16799
train,data2/imu3,84,16800,16999
train,data2/imu3,85,17000,17199
train,data2/imu3,86,17200,17399
train,data2/imu3,87,17400,17599
train,data2/imu3,88,17600,17799
train,data2/imu3,89,17800,17999
train,data2/imu3,90,18000,18199
train,data2/imu3,91,18200,18399
train,data2/imu3,92,18400,18599
train,data2/imu3,93,18600,18799
train,data2/imu3,94,18800,18999
train,data2/imu3,95,19000,19199
train,data2/imu3,96,19200,19399
train,data2/imu3,97,19400,19599
train,data2/imu3,98,19600,19799
train,data2/imu3,99,19800,19999
train,data2/imu3,100,20000,20199
train,data2/imu3,101,20200,20399
train,data2/imu3,102,20400,20599
train,data2/imu3,103,20600,20799
train,data2/imu3,104,20800,20999
train,data2/imu3,105,21000,21199
train,data2/imu3,106,21200,21399
train,data2/imu3,107,21400,21599
train,data2/imu3,108,21600,21799
train,data2/imu3,109,21800,21999
train,data2/imu3,110,22000,22199
train,data2/imu3,111,22200,22399
train,data2/imu3,112,22400,22599
train,data2/imu3,113,22600,22799
train,data2/imu3,114,22800,22999
train,data2/imu3,115,23000,23199
train,data2/imu3,116,23200,23399
train,data2/imu3,117,23400,23599
train,data2/imu3,118,23600,23799
train,data2/imu3,119,23800,23999
train,data2/imu3,120,24000,24199
train,data2/imu3,121,24200,24399
train,data2/imu3,122,24400,24599
train,data2/imu3,123,24600,24799
train,data2/imu3,124,24800,24999
train,data2/imu3,125,25000,25199
train,data2/imu3,126,25200,25399
train,data2/imu3,127,25400,25599
train,data2/imu3,128,25600,25799
train,data2/imu3,129,25800,25999
train,data2/imu3,130,26000,26199
train,data2/imu3,131,26200,26399
train,data2/imu3,132,26400,26599
train,data2/imu3,133,26600,26799
train,data2/imu3,134,26800,26999
train,data2/imu3,135,27000,27199
train,data2/imu3,136,27200,27399
train,data2/imu3,137,27400,27599
train,data2/imu3,138,27600,27799
train,data2/imu3,139,27800,27999
train,data2/imu3,140,28000,28199
train,data2/imu3,141,28200,28399
train,data2/imu3,142,28400,28599
train,data2/imu3,143,28600,28799
train,data2/imu3,144,28800,28999
train,data2/imu3,145,29000,29199
train,data2/imu3,146,29200,29399
train,data2/imu3,147,29400,29599
train,data2/imu3,148,29600,29799
train,data2/imu3,149,29800,29999
train,data3/imu1,0,0,199
train,data3/imu1,1,200,399
train,data3/imu1,2,400,599
train,data3/imu1,3,600,799
train,data3/imu1,4,800,999
train,data3/imu1,5,1000,1199
train,data3/imu1,6,1200,1399
train,data3/imu1,7,1400,1599
train,data3/imu1,8,1600,1799
train,data3/imu1,9,1800,1999
train,data3/imu1,10,2000,2199
train,data3/imu1,11,2200,2399
train,data3/imu1,12,2400,2599
train,data3/imu1,13,2600,2799
train,data3/imu1,14,2800,2999
train,data3/imu1,15,3000,3199
train,data3/imu1,16,3200,3399
train,data3/imu1,17,3400,3599
train,data3/imu1,18,3600,3799
train,data3/imu1,19,3800,3999
train,data3/imu1,20,4000,4199
train,data3/imu1,21,4200,4399
train,data3/imu1,22,4400,4599
train,data3/imu1,23,4600,4799
train,data3/imu1,24,4800,4999
train,data3/imu1,25,5000,5199
train,data3/imu1,26,5200,5399
train,data3/imu1,27,5400,5599
train,data3/imu1,28,5600,5799
train,data3/imu1,29,5800,5999
train,data3/imu1,30,6000,6199
train,data3/imu1,31,6200,6399
train,data3/imu1,32,6400,6599
train,data3/imu1,33,6600,6799
train,data3/imu1,34,6800,6999
train,data3/imu1,35,7000,7199
train,data3/imu1,36,7200,7399
train,data3/imu1,37,7400,7599
train,data3/imu1,38,7600,7799
train,data3/imu1,39,7800,7999
train,data3/imu1,40,8000,8199
train,data3/imu1,41,8200,8399
train,data3/imu1,42,8400,8599
train,data3/imu1,43,8600,8799
train,data3/imu1,44,8800,8999
train,data3/imu1,45,9000,9199
train,data3/imu1,46,9200,9399
train,data3/imu1,47,9400,9599
train,data3/imu1,48,9600,9799
train,data3/imu1,49,9800,9999
train,data3/imu1,50,10000,10199
train,data3/imu1,51,10200,10399
train,data3/imu1,52,10400,10599
train,data3/imu1,53,10600,10799
train,data3/imu1,54,10800,10999
train,data3/imu1,55,11000,11199
train,data3/imu1,56,11200,11399
train,data3/imu1,57,11400,11599
train,data3/imu1,58,11600,11799
train,data3/imu1,59,11800,11999
train,data3/imu1,60,12000,12199
train,data3/imu1,61,12200,12399
train,data3/imu1,62,12400,12599
train,data3/imu1,63,12600,12799
train,data3/imu1,64,12800,12999
train,data3/imu1,65,13000,13199
train,data3/imu1,66,13200,13399
train,data3/imu1,67,13400,13599
train,data3/imu1,68,13600,13799
train,data3/imu1,69,13800,13999
train,data3/imu1,70,14000,14199
train,data3/imu1,71,14200,14399
train,data3/imu1,72,14400,14599
train,data3/imu1,73,14600,14799
train,data3/imu1,74,14800,14999
train,data3/imu1,75,15000,15199
train,data3/imu1,76,15200,15399
train,data3/imu1,77,15400,15599
train,data3/imu1,78,15600,15799
train,data3/imu1,79,15800,15999
train,data3/imu1,80,16000,16199
train,data3/imu1,81,16200,16399
train,data3/imu1,82,16400,16599
train,data3/imu1,83,16600,16799
train,data3/imu1,84,16800,16999
train,data3/imu1,85,17000,17199
train,data3/imu1,86,17200,17399
train,data3/imu1,87,17400,17599
train,data3/imu1,88,17600,17799
train,data3/imu1,89,17800,17999
train,data3/imu1,90,18000,18199
train,data3/imu1,91,18200,18399
train,data3/imu1,92,18400,18599
train,data3/imu1,93,18600,18799
train,data3/imu1,94,18800,18999
train,data3/imu1,95,19000,19199
train,data3/imu1,96,19200,19399
train,data3/imu1,97,19400,19599
train,data3/imu1,98,19600,19799
train,data3/imu1,99,19800,19999
train,data3/imu1,100,20000,20199
train,data3/imu1,101,20200,20399
train,data3/imu1,102,20400,20599
train,data3/imu1,103,20600,20799
train,data3/imu1,104,20800,20999
train,data3/imu1,105,21000,21199
train,data3/imu1,106,21200,21399
train,data3/imu1,107,21400,21599
train,data3/imu1,108,21600,21799
train,data3/imu1,109,21800,21999
train,data3/imu1,110,22000,22199
train,data3/imu1,111,22200,22399
train,data3/imu1,112,22400,22599
train,data3/imu1,113,22600,22799
train,data3/imu1,114,22800,22999
train,data3/imu1,115,23000,23199
train,data3/imu1,116,23200,23399
train,data3/imu1,117,23400,23599
train,data3/imu1,118,23600,23799
train,data3/imu1,119,23800,23999
train,data3/imu1,120,24000,24199
train,data3/imu1,121,24200,24399
train,data3/imu1,122,24400,24599
train,data3/imu1,123,24600,24799
train,data3/imu1,124,24800,24999
train,data3/imu1,125,25000,25199
train,data3/imu1,126,25200,25399
train,data3/imu1,127,25400,25599
train,data3/imu1,128,25600,25799
train,data3/imu1,129,25800,25999
train,data3/imu1,130,26000,26199
train,data3/imu1,131,26200,26399
train,data3/imu1,132,26400,26599
train,data3/imu1,133,26600,26799
train,data3/imu1,134,26800,26999
train,data3/imu1,135,27000,27199
train,data3/imu1,136,27200,27399
train,data3/imu1,137,27400,27599
train,data3/imu1,138,27600,27799
train,data3/imu1,139,27800,27999
train,data3/imu1,140,28000,28199
train,data3/imu1,141,28200,28399
train,data3/imu1,142,28400,28599
train,data3/imu1,143,28600,28799
train,data3/imu1,144,28800,28999
train,data3/imu1,145,29000,29199
train,data3/imu1,146,29200,29399
train,data3/imu1,147,29400,29599
train,data3/imu1,148,29600,29799
train,data3/imu1,149,29800,29999
train,data3/imu1,150,30000,30199
train,data3/imu1,151,30200,30399
train,data3/imu1,152,30400,30599
train,data3/imu2,0,0,199
train,data3/imu2,1,200,399
train,data3/imu2,2,400,599
train,data3/imu2,3,600,799
train,data3/imu2,4,800,999
train,data3/imu2,5,1000,1199
train,data3/imu2,6,1200,1399
train,data3/imu2,7,1400,1599
train,data3/imu2,8,1600,1799
train,data3/imu2,9,1800,1999
train,data3/imu2,10,2000,2199
train,data3/imu2,11,2200,2399
train,data3/imu2,12,2400,2599
train,data3/imu2,13,2600,2799
train,data3/imu2,14,2800,2999
train,data3/imu2,15,3000,3199
train,data3/imu2,16,3200,3399
train,data3/imu2,17,3400,3599
train,data3/imu2,18,3600,3799
train,data3/imu2,19,3800,3999
train,data3/imu2,20,4000,4199
train,data3/imu2,21,4200,4399
train,data3/imu2,22,4400,4599
train,data3/imu2,23,4600,4799
train,data3/imu2,24,4800,4999
train,data3/imu2,25,5000,5199
train,data3/imu2,26,5200,5399
train,data3/imu2,27,5400,5599
train,data3/imu2,28,5600,5799
train,data3/imu2,29,5800,5999
train,data3/imu2,30,6000,6199
train,data3/imu2,31,6200,6399
train,data3/imu2,32,6400,6599
train,data3/imu2,33,6600,6799
train,data3/imu2,34,6800,6999
train,data3/imu2,35,7000,7199
train,data3/imu2,36,7200,7399
train,data3/imu2,37,7400,7599
train,data3/imu2,38,7600,7799
train,data3/imu2,39,7800,7999
train,data3/imu2,40,8000,8199
train,data3/imu2,41,8200,8399
train,data3/imu2,42,8400,8599
train,data3/imu2,43,8600,8799
train,data3/imu2,44,8800,8999
train,data3/imu2,45,9000,9199
train,data3/imu2,46,9200,9399
train,data3/imu2,47,9400,9599
train,data3/imu2,48,9600,9799
train,data3/imu2,49,9800,9999
train,data3/imu2,50,10000,10199
train,data3/imu2,51,10200,10399
train,data3/imu2,52,10400,10599
train,data3/imu2,53,10600,10799
train,data3/imu2,54,10800,10999
train,data3/imu2,55,11000,11199
train,data3/imu2,56,11200,11399
train,data3/imu2,57,11400,11599
train,data3/imu2,58,11600,11799
train,data3/imu2,59,11800,11999
train,data3/imu2,60,12000,12199
train,data3/imu2,61,12200,12399
train,data3/imu2,62,12400,12599
train,data3/imu2,63,12600,12799
train,data3/imu2,64,12800,12999
train,data3/imu2,65,13000,13199
train,data3/imu2,66,13200,13399
train,data3/imu2,67,13400,13599
train,data3/imu2,68,13600,13799
train,data3/imu2,69,13800,13999
train,data3/imu2,70,14000,14199
train,data3/imu2,71,14200,14399
train,data3/imu2,72,14400,14599
train,data3/imu2,73,14600,14799
train,data3/imu2,74,14800,14999
train,data3/imu2,75,15000,15199
train,data3/imu2,76,15200,15399
train,data3/imu2,77,15400,15599
train,data3/imu2,78,15600,15799
train,data3/imu2,79,15800,15999
train,data3/imu2,80,16000,16199
train,data3/imu2,81,16200,16399
train,data3/imu2,82,16400,16599
train,data3/imu2,83,16600,16799
train,data3/imu2,84,16800,16999
train,data3/imu2,85,17000,17199
train,data3/imu2,86,17200,17399
train,data3/imu2,87,17400,17599
train,data3/imu2,88,17600,17799
train,data3/imu2,89,17800,17999
train,data3/imu2,90,18000,18199
train,data3/imu2,91,18200,18399
train,data3/imu2,92,18400,18599
train,data3/imu2,93,18600,18799
train,data3/imu2,94,18800,18999
train,data3/imu2,95,19000,19199
train,data3/imu2,96,19200,19399
train,data3/imu2,97,19400,19599
train,data3/imu2,98,19600,19799
train,data3/imu2,99,19800,19999
train,data3/imu2,100,20000,20199
train,data3/imu2,101,20200,20399
train,data3/imu2,102,20400,20599
train,data3/imu2,103,20600,20799
train,data3/imu2,104,20800,20999
train,data3/imu2,105,21000,21199
train,data3/imu2,106,21200,21399
train,data3/imu2,107,21400,21599
train,data3/imu2,108,21600,21799
train,data3/imu2,109,21800,21999
train,data3/imu2,110,22000,22199
train,data3/imu2,111,22200,22399
train,data3/imu2,112,22400,22599
train,data3/imu2,113,22600,22799
